"V1","V2","V3","V4","V5","V6"
"1631466","7","20:11:15","7","20:29:35","bus"
"1631467","7","20:29:37","7","20:35:06","walk"
"1631468","1","06:49:35","1","07:15:33","walk"
"1631469","1","21:38:53","1","21:51:28","bike"
"1631470","2","21:57:05","2","22:09:23","bike"
"1631471","3","07:42:36","3","22:09:13","bike"
"1631472","4","08:03:06","4","08:14:57","bike"
"1631473","4","21:05:05","4","21:27:37","taxi"
"1631474","4","21:27:39","4","21:29:27","walk"
"1631475","5","07:46:25","5","08:06:12","bus"
"1631476","5","08:06:14","5","21:52:27","walk"
"1631477","6","09:13:55","6","09:27:15","taxi"
"1631478","6","09:27:17","6","11:47:20","walk"
"1631479","6","11:47:22","6","11:50:40","bus"
"1631480","6","11:50:42","6","19:31:24","walk"
"1631481","6","19:31:26","6","19:37:28","bus"
"1631482","6","19:37:30","6","20:57:52","walk"
"1631483","6","20:57:54","6","21:15:39","taxi"
"1631484","6","21:15:41","6","21:20:56","walk"
"1631485","7","20:59:21","7","21:15:32","taxi"
"1631486","7","21:15:34","7","21:19:01","walk"
"1631487","1","07:41:30","1","14:24:33","walk"
"1631488","1","14:24:35","1","14:54:10","taxi"
"1631489","1","19:03:00","1","19:22:30","taxi"
"1631490","1","19:22:32","1","20:49:13","walk"
"1631491","1","21:02:16","1","21:16:27","bike"
"1631492","2","08:00:23","2","21:45:09","bike"
"1631493","3","08:31:23","3","21:34:13","bike"
"1631494","4","08:47:19","4","22:05:52","bike"
"1631495","5","09:18:41","5","09:30:26","bike"
"1631496","5","21:52:31","5","21:54:32","walk"
"1631497","5","21:54:34","5","21:58:58","taxi"
"1631498","5","21:59:00","5","22:03:47","walk"
"1631499","6","10:58:38","6","11:34:36","walk"
"1631500","6","22:11:23","6","22:31:05","taxi"
"1631501","6","22:31:07","6","22:35:01","walk"
"1631502","7","20:31:49","7","20:48:08","taxi"
"1631503","7","20:48:10","7","20:55:52","walk"
"1631504","1","08:45:55","1","08:53:15","walk"
"1631505","1","08:53:17","1","08:59:29","bus"
"1631506","1","08:59:31","1","09:04:35","walk"
"1631507","1","21:40:04","1","21:53:38","bike"
"1631508","2","08:39:58","2","20:54:16","bike"
"1631509","3","08:09:13","3","08:21:41","bike"
"1631510","3","18:34:35","3","18:41:13","walk"
"1631511","3","21:57:53","3","22:09:42","bike"
"1631512","4","08:31:52","4","21:12:01","bike"
"1631513","5","08:51:10","5","09:02:49","bike"
"1631514","5","22:06:33","5","22:12:45","taxi"
"1631515","5","22:13:53","5","22:15:23","walk"
"1631516","6","09:55:49","6","09:57:49","walk"
"1631517","6","09:57:51","6","10:14:08","taxi"
"1631518","6","13:59:29","6","15:06:19","walk"
"1631519","6","15:06:21","6","15:13:26","bus"
"1631520","6","15:13:28","6","15:16:36","walk"
"1631521","6","19:51:22","6","20:17:26","taxi"
"1631522","6","20:18:08","6","20:20:20","walk"
"1631523","7","09:32:14","7","09:34:12","walk"
"1631524","7","09:34:50","7","15:29:25","taxi"
"1631525","7","15:31:03","7","18:12:56","walk"
"1631526","7","20:02:03","7","20:08:57","taxi"
"1631527","7","20:09:39","7","20:11:37","walk"
"1631528","1","08:59:33","1","09:00:59","walk"
"1631529","1","09:01:53","1","09:10:18","bus"
"1631530","1","09:10:26","1","09:15:12","walk"
"1631531","1","20:31:33","1","20:45:37","bike"
"1631532","2","07:39:04","2","07:51:28","bike"
"1631533","2","11:11:44","2","11:19:25","taxi"
"1631534","2","12:42:53","2","12:47:49","walk"
"1631535","2","12:56:21","2","13:02:25","bus"
"1631536","2","13:02:45","2","13:05:44","walk"
"1631537","2","21:41:16","2","21:54:27","bike"
"1631538","3","07:36:57","3","20:06:23","bike"
"1631539","4","07:26:09","4","19:48:06","bike"
"1631540","5","07:55:08","5","08:08:02","bike"
"1631541","5","20:30:25","5","20:59:43","walk"
"1631542","6","07:25:07","6","07:29:12","taxi"
"1631543","6","07:29:24","6","07:33:14","walk"
"1631544","6","07:33:16","6","08:41:31","car"
"1631545","6","08:41:33","6","08:49:40","walk"
"1631546","6","08:49:42","6","16:55:47","car"
"1631547","6","16:57:21","6","18:34:03","walk"
"1631548","6","21:46:50","6","21:53:08","taxi"
"1631549","6","21:53:10","6","21:55:46","walk"
"1631550","7","11:33:53","7","11:47:58","walk"
"1631551","7","11:48:01","7","11:53:21","bus"
"1631552","7","15:27:16","7","15:33:05","bus"
"1631553","7","15:33:07","7","15:40:51","walk"
"1631554","1","08:25:42","1","22:24:28","bike"
"1631555","2","08:31:11","2","08:43:40","bike"
"1631556","2","20:11:10","2","20:41:17","walk"
"1631557","3","08:21:55","3","08:24:41","walk"
"1631558","3","08:38:10","3","08:44:08","bus"
"1631559","3","08:44:12","3","08:46:52","walk"
"1631560","3","20:11:17","3","20:41:09","walk"
"1631561","4","08:26:38","4","08:37:49","bike"
"1631562","4","20:17:04","4","20:21:23","walk"
"1631563","4","20:22:07","4","20:26:29","bus"
"1631564","4","20:26:31","4","20:29:23","walk"
"1631565","5","07:14:43","5","07:16:55","walk"
"1631566","5","07:38:18","5","07:42:06","walk"
"1631567","6","07:30:33","6","07:34:19","walk"
"1631568","6","07:34:31","6","07:39:54","bus"
"1631569","6","07:39:56","6","07:45:06","walk"
"1631570","6","09:53:18","6","17:54:40","walk"
"1631571","6","17:32:17","6","17:52:16","taxi"
"1631572","7","13:35:55","7","13:37:41","walk"
"1631573","7","13:39:07","7","14:01:55","taxi"
"1631574","7","21:16:37","7","21:24:50","walk"
"1631575","7","21:25:32","7","21:29:40","bus"
"1631576","7","21:29:46","7","21:33:28","walk"
"1631577","1","08:30:41","1","22:15:25","bike"
"1631578","2","08:52:30","2","09:04:09","bike"
"1631579","2","17:51:10","2","18:27:58","walk"
"1631580","2","20:47:08","2","21:02:38","bike"
"1631581","3","08:56:15","3","21:57:43","bike"
"1631582","4","08:50:10","4","21:15:48","bike"
"1631583","5","07:39:31","5","07:41:21","walk"
"1631584","5","07:42:27","5","07:50:53","bus"
"1631585","5","07:51:05","5","21:30:31","walk"
"1631586","5","21:30:33","5","21:51:00","taxi"
"1631587","5","21:51:02","5","21:54:14","walk"
"1631588","7","09:32:41","7","09:35:27","walk"
"1631589","7","09:35:29","7","10:00:41","taxi"
"1631590","7","13:31:04","7","20:42:43","walk"
"1631591","7","20:42:45","7","20:52:44","bus"
"1631592","7","20:52:50","7","20:56:30","walk"
"1631593","1","08:18:44","1","21:24:50","bike"
"1631594","2","08:13:56","2","21:50:25","bike"
"1631595","3","08:55:56","3","08:57:32","walk"
"1631596","3","09:00:02","3","09:06:53","bus"
"1631597","3","09:07:01","3","21:10:36","walk"
"1631598","3","21:10:38","3","21:22:05","bus"
"1631599","3","21:22:17","3","21:26:01","walk"
"1631600","4","08:15:48","4","08:29:05","bike"
"1631601","4","09:51:22","4","20:19:42","walk"
"1631602","4","17:39:59","4","17:51:20","bus"
"1631603","4","20:26:23","4","20:40:23","bus"
"1631604","4","20:40:25","4","20:45:08","walk"
"1631605","5","08:48:59","5","08:50:59","walk"
"1631606","5","08:51:01","5","09:11:04","bus"
"1631607","5","09:11:06","5","09:15:32","walk"
"1631608","5","16:04:04","5","16:24:03","taxi"
"1631609","5","16:28:43","5","16:29:15","walk"
"1631610","1","13:52:30","1","14:13:12","walk"
"1631611","1","18:52:09","1","19:08:18","bike"
"1631612","2","06:43:12","2","20:30:32","bike"
"1631613","3","07:32:05","3","07:33:49","walk"
"1631614","3","07:34:19","3","07:42:51","bus"
"1631615","3","07:42:53","3","20:40:34","walk"
"1631616","3","20:40:36","3","20:45:10","bus"
"1631617","3","20:45:14","3","20:48:58","walk"
"1631618","4","08:35:30","4","08:37:50","walk"
"1631619","4","08:37:52","4","08:45:51","bus"
"1631620","4","08:45:53","4","20:33:03","walk"
"1631621","4","20:35:27","4","20:39:47","bus"
"1631622","4","20:39:49","4","20:44:00","walk"
"1631623","5","07:32:16","5","07:34:38","walk"
"1631624","5","07:52:13","5","08:00:30","bus"
"1631625","5","08:00:40","5","08:03:28","walk"
"1631626","5","20:04:36","5","20:26:51","taxi"
"1631627","5","20:26:52","5","20:29:19","walk"
"1631628","7","10:03:13","7","10:04:42","walk"
"1631629","7","10:05:14","7","10:39:40","bus"
"1631630","7","10:39:42","7","10:42:28","walk"
"1631631","7","14:24:22","7","14:39:20","taxi"
"1631632","7","14:41:48","7","14:42:39","walk"
"1631633","7","21:30:59","7","21:45:31","taxi"
"1631634","7","21:45:33","7","21:47:47","walk"
"1631635","1","08:25:27","1","08:27:31","walk"
"1631636","1","08:27:33","1","08:34:11","bus"
"1631637","1","08:34:13","1","20:19:53","walk"
"1631638","1","20:25:55","1","20:31:14","bus"
"1631639","1","20:31:26","1","20:35:06","walk"
"1631640","2","07:28:00","2","07:29:34","walk"
"1631641","2","07:34:32","2","07:42:27","bus"
"1631642","2","07:42:29","2","20:13:39","walk"
"1631643","2","20:13:41","2","20:23:17","bus"
"1631644","2","20:23:19","2","20:27:12","walk"
"1631645","3","07:44:06","3","07:46:34","walk"
"1631646","3","07:51:26","3","07:57:54","bus"
"1631647","3","07:57:56","3","19:19:21","walk"
"1631648","3","19:20:51","3","19:26:15","bus"
"1631649","3","19:26:17","3","19:29:39","walk"
"1631650","4","07:38:00","4","07:40:02","walk"
"1631651","4","07:40:04","4","07:50:42","bus"
"1631652","4","07:50:44","4","20:58:50","walk"
"1631653","4","20:58:52","4","21:04:15","bus"
"1631654","4","21:04:17","4","21:08:15","walk"
"1631655","5","08:06:48","5","08:09:04","walk"
"1631656","5","08:34:35","5","08:40:27","bus"
"1631657","5","08:40:29","5","21:24:01","walk"
"1631658","5","21:33:55","5","21:39:59","bus"
"1631659","5","21:40:01","5","21:40:59","walk"
"1631660","5","21:41:01","5","21:57:45","taxi"
"1631661","5","21:57:47","5","22:00:33","walk"
"1631662","6","10:44:23","6","10:58:17","walk"
"1631663","6","10:58:19","6","11:02:56","bus"
"1631664","6","11:02:58","6","11:09:14","walk"
"1631665","6","11:36:01","6","11:45:24","subway"
"1631666","6","11:45:52","6","11:53:28","walk"
"1631667","6","11:53:30","6","11:57:18","car"
"1631668","6","12:49:25","6","13:28:03","car"
"1631669","6","13:28:13","6","13:39:41","walk"
"1631670","6","13:39:42","6","13:47:28","bus"
"1631671","6","13:47:30","6","17:15:13","walk"
"1631672","6","17:15:15","6","17:22:29","bus"
"1631673","6","17:22:31","6","17:27:55","walk"
"1631674","6","17:27:57","6","18:10:58","car"
"1631675","6","18:11:00","6","18:31:58","walk"
"1631676","6","18:32:18","6","18:34:08","car"
"1631677","6","20:12:01","6","20:16:41","car"
"1631678","6","21:01:09","6","21:28:20","walk"
"1631679","7","11:07:34","7","11:15:46","bus"
"1631680","7","11:15:48","7","13:20:29","walk"
"1631681","7","13:20:31","7","13:23:07","bus"
"1631682","7","13:23:09","7","14:15:28","walk"
"1631683","7","21:32:29","7","21:49:02","taxi"
"1631684","7","21:49:04","7","21:51:30","walk"
"1631685","1","06:30:19","1","06:33:07","walk"
"1631686","1","06:33:09","1","06:46:14","bus"
"1631687","1","06:46:20","1","06:49:22","walk"
"1631688","1","07:18:36","1","17:29:34","car"
"1631689","1","21:03:24","1","21:14:38","walk"
"1631690","1","21:14:40","1","21:23:00","taxi"
"1631691","1","21:23:02","1","21:26:54","walk"
"1631692","2","07:55:33","2","07:59:19","taxi"
"1631693","2","07:59:21","2","19:38:15","walk"
"1631694","2","19:38:29","2","19:43:07","bus"
"1631695","2","19:43:09","2","19:47:33","walk"
"1631696","3","08:39:48","3","08:42:26","walk"
"1631697","3","08:47:55","3","08:53:41","bus"
"1631698","3","08:53:45","3","18:13:21","walk"
"1631699","3","18:17:01","3","18:22:51","bus"
"1631700","3","18:22:53","3","18:27:20","walk"
"1631701","4","08:18:53","4","08:21:05","walk"
"1631702","4","08:21:51","4","08:28:27","bus"
"1631703","4","08:28:29","4","22:00:30","walk"
"1631704","4","22:00:34","4","22:04:26","taxi"
"1631705","4","22:04:28","4","22:07:04","walk"
"1631706","5","09:52:58","5","09:55:24","walk"
"1631707","5","09:58:10","5","10:03:56","bus"
"1631708","5","10:04:02","5","21:26:03","walk"
"1631709","6","09:07:47","6","09:09:59","walk"
"1631710","6","09:26:30","6","09:33:53","bus"
"1631711","6","09:33:55","6","09:39:21","walk"
"1631712","6","17:20:40","6","17:43:57","taxi"
"1631713","6","17:44:43","6","17:46:23","walk"
"1631714","7","09:31:47","7","09:52:20","taxi"
"1631715","7","16:32:09","7","20:45:50","walk"
"1631716","7","20:51:31","7","20:55:41","taxi"
"1631717","7","20:58:19","7","20:58:43","walk"
"1631718","1","07:49:17","1","07:51:21","walk"
"1631719","1","07:52:53","1","07:59:34","bus"
"1631720","1","07:59:42","1","08:04:42","walk"
"1631721","1","21:54:42","1","21:58:48","taxi"
"1631722","1","21:59:22","1","22:00:40","walk"
"1631723","2","08:07:16","2","08:09:30","walk"
"1631724","2","08:15:19","2","08:21:29","bus"
"1631725","2","08:21:31","2","21:03:24","walk"
"1631726","2","21:09:12","2","21:13:04","taxi"
"1631727","2","21:14:12","2","21:15:10","walk"
"1631728","3","08:38:34","3","08:40:52","walk"
"1631729","3","08:42:43","3","08:49:41","bus"
"1631730","3","08:49:43","3","20:46:02","walk"
"1631731","3","20:50:08","3","20:56:07","bus"
"1631732","3","20:56:09","3","21:01:07","walk"
"1631733","4","08:15:19","4","08:18:11","walk"
"1631734","4","08:25:49","4","08:32:49","bus"
"1631735","4","08:32:51","4","20:20:23","walk"
"1631736","4","20:23:13","4","20:29:19","bus"
"1631737","4","20:29:21","4","20:33:33","walk"
"1631738","5","07:52:35","5","07:54:35","walk"
"1631739","5","07:54:37","5","08:01:09","bus"
"1631740","5","08:01:11","5","08:07:31","walk"
"1631741","5","21:47:42","5","21:51:59","taxi"
"1631742","5","21:52:19","5","21:53:49","walk"
"1631743","6","09:16:14","6","09:16:50","walk"
"1631744","6","09:16:58","6","09:24:21","taxi"
"1631745","6","09:24:33","6","09:29:53","walk"
"1631746","6","16:44:29","6","17:06:56","taxi"
"1631747","6","17:08:32","6","17:09:25","walk"
"1631748","7","09:01:13","7","09:02:21","walk"
"1631749","7","09:03:31","7","09:29:20","taxi"
"1631750","7","17:59:58","7","18:02:46","walk"
"1631751","7","18:02:48","7","18:12:55","taxi"
"1631752","7","20:12:28","7","20:13:18","walk"
"1631753","7","20:13:20","7","20:20:56","taxi"
"1631754","7","20:20:58","7","20:25:48","walk"
"1631755","1","07:13:26","1","07:15:46","walk"
"1631756","2","07:23:23","2","07:30:05","bus"
"1631757","2","07:30:09","2","07:34:13","walk"
"1631758","2","08:15:07","2","08:28:07","bike"
"1631759","2","21:04:46","2","21:08:42","walk"
"1631760","2","21:18:02","2","21:22:29","bus"
"1631761","2","21:22:31","2","21:26:55","walk"
"1631762","2","21:35:10","2","21:39:52","taxi"
"1631763","2","21:39:54","2","21:41:48","walk"
"1631764","3","07:40:33","3","07:41:41","walk"
"1631765","3","07:46:26","3","07:54:14","bus"
"1631766","3","07:54:16","3","07:59:50","walk"
"1631767","3","21:24:57","3","21:38:56","bike"
"1631768","4","07:50:24","4","21:46:12","bike"
"1631769","5","07:56:24","5","08:13:14","bike"
"1631770","5","10:02:38","5","10:26:41","walk"
"1631771","5","21:01:34","5","21:15:23","bike"
"1631772","6","08:00:42","6","08:11:49","bike"
"1631773","6","17:20:57","6","17:27:46","walk"
"1631774","6","17:28:32","6","17:42:25","taxi"
"1631775","6","17:44:21","6","20:14:58","walk"
"1631776","6","20:15:38","6","20:37:35","bus"
"1631777","6","20:37:37","6","20:41:45","walk"
"1631778","7","08:05:37","7","08:10:23","walk"
"1631779","7","08:14:13","7","08:18:05","taxi"
"1631780","7","08:18:07","7","22:08:50","walk"
"1631781","7","22:10:16","7","22:27:45","taxi"
"1631782","7","22:27:47","7","22:30:59","walk"
"1631783","1","10:08:53","1","10:12:51","bus"
"1631784","1","10:12:53","1","15:49:28","walk"
"1631785","1","20:47:59","1","21:04:30","taxi"
"1631786","1","21:04:32","1","21:06:42","walk"
"1631787","2","08:22:21","2","08:25:30","walk"
"1631788","2","08:38:45","2","08:44:49","bus"
"1631789","2","08:44:57","2","08:47:37","walk"
"1631790","2","20:45:24","2","20:59:41","bike"
"1631791","3","07:51:52","3","07:57:57","bike"
"1631792","3","08:01:43","3","08:07:25","walk"
"1631793","3","08:07:35","3","08:11:42","bike"
"1631794","3","21:09:31","3","21:22:34","bike"
"1631795","4","08:00:12","4","08:11:39","bike"
"1631796","4","11:06:44","4","16:07:36","taxi"
"1631797","4","16:07:38","4","16:08:56","walk"
"1631798","5","09:04:24","5","09:07:11","walk"
"1631799","5","10:57:45","5","11:04:14","taxi"
"1631800","5","11:04:22","5","13:06:50","walk"
"1631801","5","21:15:17","5","21:29:26","bike"
"1631802","6","09:18:25","6","09:19:03","walk"
"1631803","6","09:19:03","6","09:23:27","taxi"
"1631804","6","09:19:45","6","09:23:27","taxi"
"1631805","6","09:26:09","6","09:28:29","walk"
"1631806","6","09:26:09","6","14:10:40","walk"
"1631807","6","16:39:08","6","17:01:23","taxi"
"1631808","6","17:02:37","6","20:03:57","walk"
"1631809","7","07:51:03","7","07:53:06","walk"
"1631810","7","07:53:10","7","08:14:41","taxi"
"1631811","7","08:15:09","7","08:22:15","walk"
"1631812","7","13:40:46","7","14:37:49","taxi"
"1631813","7","15:43:49","7","16:28:37","walk"
"1631814","1","07:47:03","1","17:57:37","walk"
"1631815","2","08:12:05","2","10:00:33","walk"
"1631816","4","09:11:51","4","09:55:50","car"
"1631817","4","09:57:58","4","10:10:33","walk"
"1631818","4","16:22:58","4","16:56:44","car"
"1631819","4","16:56:52","4","17:11:45","walk"
"1631820","4","19:39:01","4","20:02:04","car"
"1631821","5","12:08:39","5","19:59:12","taxi"
"1631822","5","20:01:14","5","20:02:10","walk"
"1631823","6","08:20:15","6","08:23:49","walk"
"1631824","6","08:25:16","6","08:29:58","bus"
"1631825","6","08:30:04","6","09:18:26","walk"
"1631826","6","21:04:44","6","21:10:41","taxi"
"1631827","6","21:11:57","6","21:12:55","walk"
"1631828","7","08:15:27","7","08:27:06","bike"
"1631829","7","20:43:46","7","21:07:48","taxi"
"1631830","7","21:10:00","7","21:10:32","walk"
"1631831","1","10:22:16","1","10:29:03","walk"
"1631832","1","10:29:15","1","10:44:46","taxi"
"1631833","1","10:46:18","1","11:56:20","walk"
"1631834","1","11:57:14","1","12:33:38","bus"
"1631835","1","12:33:44","1","15:30:06","walk"
"1631836","1","21:16:01","1","21:35:21","taxi"
"1631837","1","21:35:43","1","21:38:43","walk"
"1631838","2","12:20:49","2","12:22:43","walk"
"1631839","2","12:29:04","2","13:00:51","bus"
"1631840","2","13:01:01","2","17:50:13","walk"
"1631841","2","17:53:48","2","18:07:28","taxi"
"1631842","2","18:07:40","2","18:25:27","walk"
"1631843","3","09:45:33","3","10:12:21","taxi"
"1631844","3","10:14:09","3","10:15:13","walk"
"1631845","3","18:25:33","3","19:35:53","walk"
"1631846","3","19:35:55","3","19:55:24","taxi"
"1631847","3","19:56:06","3","19:58:32","walk"
"1631848","4","11:45:40","4","12:22:26","bus"
"1631849","4","12:22:28","4","17:40:45","walk"
"1631850","4","17:52:02","4","18:29:14","bus"
"1631851","4","18:29:16","4","18:33:14","walk"
